0,17,47,51400,365743.4629,3277982.64382,4.99,4,5.0,1.0,-3.0,1
0,17,47,51600,365742.930355,3277981.80656,5.183,4,5.0,1.0,-3.0,1
0,17,47,51800,365742.257107,3277980.78448,5.376,4,5.0,1.0,-3.0,1
0,17,47,52000,365741.498089,3277979.69003,5.564,4,5.0,1.0,-3.0,1
0,17,47,52200,365741.05532,3277978.68549,5.774,4,5.0,1.0,-3.0,1
0,17,47,52400,365740.606459,3277977.56864,5.971,4,5.0,1.0,-3.0,1
0,17,47,52600,365740.133317,3277976.40873,6.129,4,5.0,1.0,-3.0,1
0,17,47,52800,365739.455062,3277975.16331,6.401,4,5.0,1.0,-3.0,1
0,17,47,53000,365738.997635,3277973.7399,6.59,4,5.0,1.0,-3.0,1
0,17,47,53200,365738.660816,3277972.56457,6.753,4,5.0,1.0,-3.0,1
0,17,47,53400,365738.402094,3277971.17414,7.049,4,5.0,1.0,-3.0,1
0,17,47,53600,365738.189551,3277969.60409,7.272,4,5.0,1.0,-3.0,1
0,17,47,53800,365738.177834,3277968.30477,7.284,4,5.0,1.0,-3.0,1
0,17,47,54000,365738.10381,3277966.85433,7.368,4,5.0,1.0,-3.0,1
0,17,47,54200,365738.096534,3277965.46754,7.506,4,5.0,1.0,-3.0,1
0,17,47,54400,365737.969757,3277963.93366,7.557,4,5.0,1.0,-3.0,1
0,17,47,54600,365738.052626,3277962.49986,7.664,4,5.0,1.0,-3.0,1
0,17,47,54800,365738.124249,3277960.87433,7.805,4,5.0,1.0,-3.0,1
0,17,47,55000,365738.017904,3277959.25342,7.964,4,5.0,1.0,-3.0,1
0,17,47,55200,365737.97216,3277957.61845,8.12,4,5.0,1.0,-3.0,1
0,17,47,55400,365738.069977,3277955.9756,8.199,4,5.0,1.0,-3.0,1
0,17,47,55600,365738.091938,3277954.21203,8.338,4,5.0,1.0,-3.0,1
0,17,47,55800,365738.124028,3277952.38955,8.522,4,5.0,1.0,-3.0,1
0,17,47,56000,365738.068217,3277950.64026,8.701,4,5.0,1.0,-3.0,1
0,17,47,56200,365738.130066,3277948.88216,8.807,4,5.0,1.0,-3.0,1
0,17,47,56400,365738.280812,3277946.98582,9.083,4,5.0,1.0,-3.0,1
0,17,47,56600,365738.307644,3277945.1009,9.108,4,5.0,1.0,-3.0,1
0,17,47,56800,365738.232578,3277943.14119,9.275,4,5.0,1.0,-3.0,1
0,17,47,57000,365738.227723,3277941.1803,9.467,4,5.0,1.0,-3.0,1
0,17,47,57200,365738.221589,3277939.34298,9.561,4,5.0,1.0,-3.0,1
0,17,47,57400,365738.159515,3277937.31445,9.76,4,5.0,1.0,-3.0,1
0,17,47,57600,365738.106793,3277935.33504,9.966,4,5.0,1.0,-3.0,1
0,17,47,57800,365738.09158,3277933.14781,10.157,4,5.0,1.0,-3.0,1
0,17,47,58000,365737.959488,3277931.06486,10.195,4,5.0,1.0,-3.0,1
0,17,47,58200,365738.01502,3277928.99063,10.383,4,5.0,1.0,-3.0,1
0,17,47,58400,365737.932995,3277926.91749,10.435,4,5.0,1.0,-3.0,1
0,17,47,58600,365738.029728,3277924.70742,10.681,4,5.0,1.0,-3.0,1
0,17,47,58800,365738.051428,3277922.5443,10.67,4,5.0,1.0,-3.0,1
0,17,47,59000,365738.020261,3277920.31922,10.763,4,5.0,1.0,-3.0,1
0,17,47,59000,365738.042778,3277918.24844,10.879,4,5.0,1.0,-3.0,1
0,17,47,59200,365738.004326,3277916.17796,10.897,4,5.0,1.0,-3.0,1
0,17,47,59600,365737.946299,3277914.0325,11.026,4,5.0,1.0,-3.0,1
0,17,47,59800,365737.939784,3277911.78999,11.116,4,5.0,1.0,-3.0,1
0,17,47,59800,365737.915863,3277909.62559,11.108,4,5.0,1.0,-3.0,1
0,17,48,200,365737.816535,3277907.37594,11.207,4,5.0,1.0,-3.0,1
0,17,48,400,365737.920774,3277905.04399,11.291,4,5.0,1.0,-3.0,1
0,17,48,600,365737.975317,3277902.7307,11.299,4,5.0,1.0,-3.0,1
0,17,48,800,365737.981154,3277900.51778,11.381,4,5.0,1.0,-3.0,1
0,17,48,1000,365738.061462,3277898.20838,11.452,4,5.0,1.0,-3.0,1
